Número do Documento;Nome da conta;Tipo;Grupo Econômico: Grupo Econômico;RET;Data de Inclusão;Marca;Representante;Situação;Setor;País de entrega;ICMS;Limite de Crédito Moeda;Limite de Crédito;Ramo de Atividade;Segmento;Situação Financeira;Código Externo
29.695.705/0001-52;SUPER FARDAS IND. DE CONF LTDA;Cliente MI;SUPER FARDAS;0;24/05/2024;SUPER FARDAS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C24435
11.733.916/0001-77;FARDEX IND. E COM.;Cliente MI;FARDEX;0;24/05/2024;FARDEX;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;10000;;;Liberado;C24433
06.879.001/0001-34;PROFARDAS UNIF. E MAT. DE PROT. LTDA;Cliente MI;PROFARDAS;0;23/05/2024;PROFARDAS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C24418
07.786.845/0001-01;GG VESTUARIO PROFISSIONAL;Cliente MI;GG;0;23/05/2024;GG;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;10000;;;Liberado;C24420
38.077.562/0001-06;NOBBYS FARD. IND. E COM. LTDA;Cliente MI;NOBBY'S FARDAMENTOS;0;23/05/2024;NOBBYS FARDAMENTOS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;3000;;;Liberado;C24421
05.527.044/0001-98;FARDANOVA UNIF. PROF. LTDA;Cliente MI;FARDANOVA;0;23/05/2024;FARDANOVA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;10000;;;Liberado;C24419
09.686.623/0001-34;BOUDOIR COLLECTION;Cliente MI;BOUDOIR;0;24/07/2024;BOUDOIR;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;30000;;;Liberado;C24684
30.152.098/0001-63;MINHA BLOGUEIRINHA MODA INF. LTDA;Cliente MI;MINHA BLOGUEIRINHA MODA INF. LTDA;0;10/07/2024;MINHA BLOGUEIRINHA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;5000;Confecção PL;Infantil;Liberado;C24614
10.228.943/0001-20;N & S INDUSTRIA DE CONFECCOES LTDA;Cliente MI;JANA JOUR;0;08/07/2024;JANA JOUR;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;30000;;;Liberado;C24605
29.184.799/0001-03;IHS MODA LTDA;Cliente MI;LOOK TO PLAY;0;08/07/2024;LOOK TO PLAY;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;5000;;;Bloqueado;C24606
05.594.842/0001-32;MM E IND E COM DE CONF LTDA ME;Cliente MI;FLOR DE CEREJEIRA;0;04/02/2016;FLOR DE CEREJEIRA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C14310
28.124.445/0001-00;SAND BLUE COM. DE MODA LTDA;Cliente MI;SAND BLUE;0;28/06/2024;SAND BLUE;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;10000;;;Liberado;C24576
27.318.796/0001-81;J F MORAIS TURISMO E VIAGENS LTDA;Cliente MI;VITORINO TURISMO;0;27/06/2024;VITORINO TURISMO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;10000;Confecção PL;Masculino;Liberado;C24573
07.384.783/0001-01;FILT SURF WEAR IND.;Cliente MI;FILT SURF;0;29/08/2024;FILT SURF;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;30000;;;Liberado;C24868
34.539.433/0001-31;T DISTRIBUIDORA LTDA - ME;Cliente MI;SURF BOY;0;29/08/2024;SUF BOY;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;200000;;;Liberado;C24871
10.539.120/0001-15;M ESTELA BRAGA DE CARVALHO;Cliente MI;AMARELÔ;0;16/04/2008;AMARELÔ;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;20000;;;Liberado;C4874
30.398.131/0001-30;R MOTA IND. E COM, DE CONF. LTDA;Cliente MI;R MOTA;0;20/08/2024;R MOTA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;50000;;;Liberado;C24804
33.896.616/0001-41;MARIA INEIDE DA SILVA QUEIROZ - ME;Cliente MI;TNY;0;20/08/2024;TNY;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;5000;;;Liberado;C24806
21.875.691/0001-47;F M F DE SOUZA CONF.;Cliente MI;NEGA PALITO;0;08/08/2024;NEGA PALITO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;20000;;;Liberado;C24740
10.326.174/0015-06;LFSP CALCADOS E ACESS. LTDA;Cliente MI;LFSP CALCADOS E ACESS. LTDA;0;07/08/2024;CNS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C24732
15.116.027/0001-11;QUALITY FINISH INDUSTRIA;Cliente MI;QUALITY;0;05/08/2024;QUALITY FINISH;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;10000;;;Liberado;C24726
36.177.759/0001-91;MB FABRICAÇÃO E COM. DE CONF. LTDA;Cliente MI;MARINA BITU;0;10/10/2024;MARINA BITU;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;30000;;;Liberado;C25065
59.057.470/0001-34;MATEUS DA SILVA PEIXOTO;Cliente MI;POLARIS;0;04/02/2025;POLARIS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C25435
09.153.315/0001-43;SVC CAM IND DE CONF E SER LTDA;Cliente MI;SVC;0;21/01/2025;SVC;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;50000;;;Liberado;C25353
44.194.939/0001-00;ML CONFECCAO LTDA;Cliente MI;ML;0;09/01/2025;ML;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C25318
30.344.651/0001-60;L M M DE ALMEIDA ATACADO TEXTIL LTDA;Cliente MI;L M M;0;20/03/2025;L M M;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;100000;;;Liberado;C25645
21.310.775/0001-33;FLORISIS COM DE CONF LTDA;Cliente MI;FLORISIS;0;19/02/2025;FLORISIS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;3000;;;Liberado;C25521
55.980.193/0001-86;J F MORAES COM DE VEST LTDA;Cliente MI;VITORINO TURISMO;0;17/02/2025;VITORINO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C25511
54.230.023/0001-11;UP JEANS IND E COM DE CONF LTDA;Cliente MI;UP JEANS;0;08/05/2025;UP JEANS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C25829
12.275.289/0001-30;MAURISTANIA PINHEIRO DE SOUZA ME;Cliente MI;CRA;0;25/04/2025;CRA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C25792
31.140.456/0001-80;RAFFAEL ANDRADE PESSOA;Cliente MI;FRAPP;0;03/04/2025;FRAPP;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;50000;;;Liberado;C25700
33.818.922/0001-60;R B SILVA BIG CONCEITO PLUS;Cliente MI;BIG CONCEITO;0;27/06/2025;BIG CONCEITO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;12000;;;Liberado;C26045
11.088.218/0001-66;INSTITUTO DA PRIMEIRA INFANCIA;Cliente MI;IPREDE;0;22/07/2025;IPREDE;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;4000;;;Liberado;C26166
51.150.846/0001-49;LUCIVANIA CAMPELO DOS S. L.;Cliente MI;LOOLIKIDS;0;10/07/2025;LOOLIKIDS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;3000;;;Liberado;C26104
04.253.011/0001-34;RIAN COMERCIAL LTDA;Cliente MI;RIAN TECIDOS;0;03/09/2025;RIAN TECIDOS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;30000;;;Liberado;C26371
36.031.350/0002-43;DIS INDUSTRIA DE CONFECCOES LTDA;Cliente MI;PATU;0;22/08/2025;DIS INDUSTRIA DE CONFECCOES LTDA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;12;BRL;13000;;;Liberado;C26321
00.092.082/0001-41;ARAUJO IND DE CONF LTDA;Cliente MI;TERCEIRA VIA;0;05/08/2025;TERCEIRA VIA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;10000;;;Liberado;C26250
54.016.379/0001-57;NP COMERCIO DE CONF LTDA - EPP;Cliente MI;NP COMERCIO;0;17/10/2025;NP COMERCIO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C26613
43.166.678/0001-51;BACHOR COM DE CONF E ACES LTDA;Cliente MI;BACHOR;0;24/09/2025;BACHOR;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;30000;;;Liberado;C26476
03.116.978/0003-73;RICARDO NETO SAHD EIRELI-EPP;Cliente MI;DENISE ROQUE PIRES - CHOLET;0;06/11/2017;CARDIGAN BY CHOLET;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;40000;Confecção PL;Feminino;Liberado;C13754
35.069.640/0001-32;DENISE ROQUE PIRES SAHD;Cliente MI;CHOLET;0;19/02/2016;CHOLET;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;60000;Confecção PL + Marca Própria;Feminino;Liberado;C1537
08.562.400/0001-00;SANDRA CRISTINA N LOPES ME;Cliente MI;SOYLEH;0;15/07/2016;SOYLEH;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C14894
01.008.999/0001-88;M J I IND E COM DE CONF LTDA;Cliente MI;DEGOYTO;0;05/07/2016;DEGOYTO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;15000;Confecção PL;Masculino;Liberado;C14868
17.820.017/0001-98;GLM IND E COM DE CONFEC EIRELI - ME;Cliente MI;FLOR DE CEREJEIRA;0;24/06/2016;FLOR DE CEREJEIRA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;40000;Confecção PL;Masculino;Liberado;C14826
08.826.706/0001-19;HOLANDA CONFECCOES LTDA;Cliente MI;BEBE CHARMOSO;0;05/11/2015;BEBE CHARMOSO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;40000;Confecção PL;Infantil;Liberado;C14087
13.649.755/0001-63;DIAMANTES LINGERIE LTDA;Cliente MI;DIAMANTES LINGERIE LTDA;0;03/10/2017;DIAMANTES;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;40000;Confecção PL;Feminino;Liberado;C16340
11.029.032/0001-36;JOSE EDMILSON PACHECO;Cliente MI;KY REFH;0;28/08/2017;KYREFH;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;10000;;;Liberado;C16158
24.547.148/0001-09;BIKINY SOCIETY COM E IND LTDA;Cliente MI;BIKINY SOCIETY;0;25/07/2017;BIKINY SOCIETY;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Confecção PL;Feminino;Liberado;C16009
17.360.646/0005-06;JL IND E COM E CONF EIRELLI;Cliente MI;ATHOS;0;16/06/2017;ATHOS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Confecção PL;Masculino;Liberado;C15845
27.720.908/0001-26;THIAGO MACIEL DE SOUSA 03679814321;Cliente MI;MR. VICTOR;0;24/07/2018;STUDIO ORLA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;5000;Confecção PL;Masculino;Liberado;C17312
14.916.727/0001-28;VISION IND COM DE CONF LTDA;Cliente MI;VISION INDUSTRIA E COMERCIO LTDA;0;07/02/2018;VISION;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;30000;;;Liberado;C16732
09.159.107/0001-51;MR MAIA UCHOA ME;Cliente MI;VIDA ATIVA;0;26/11/2018;VIDA ATIVA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;5000;Confecção PL;Feminino;Liberado;C17697
03.030.357/0001-00;AGF-IND DE CONF MODA PRAIA LTDA;Cliente MI;R DE SOL;0;13/11/2018;R. DE SOL;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Confecção PL;Feminino;Liberado;C17674
04.179.050/0002-10;HUNSKY IND E C DE CONF LTDA-ME;Cliente MI;HUNSKY;0;18/10/2018;HUNSKY;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Confecção PL;Masculino;Liberado;C17619
29.264.103/0001-40;REGIS RUHAN DE O. C. 05759715330;Cliente MI;RX BRAND;0;09/10/2018;RX BRAND;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Confecção PL;Masculino;Liberado;C17600
02.644.304/0001-17;L J DE SOUSA;Cliente MI;O BARATÃO DOS TECIDOS;0;27/09/2018;O BARATÃO DOS TECIDOS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;20000;Marca;Feminino;Liberado;C17542
29.350.579/0001-02;PEDRO HENR. TAV. GURGEL 02072752388;Cliente MI;TOUSSAINT UNDERWEAR;0;03/09/2018;TOUSSAINT UNDERWEAR;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Confecção PL;Masculino;Liberado;C17471
01.352.033/0001-63;BLACKHILL PRODUTOS TEXTEIS EIRELI;Cliente MI;BLACKHILL PRODUTOS TEXTEIS LTDA;0;24/07/2017;BLACHILL;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Confecção PL;Masculino;Liberado;C1915
63.361.307/0001-38;FIORI INDUSTRIA E COM DE CONFEC LTDA;Cliente MI;TURMA DA MALHA;0;13/02/2008;TURMA DA MALHA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Marca;Masculino;Liberado;C4487
05.099.688/0001-22;ABC INDUSTRIA E COMERCIO;Cliente MI;BRANSK;0;18/02/2003;BRANSK;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Confecção PL;Masculino;Liberado;C218
10.533.487/0001-21;VEST VESTUÁRIO MASCULINO LTDA.;Cliente MI;VEST VESTUÁRIO MASCULINO LTDA.;0;25/08/2017;VEST VESTUÁRIO MASCULINO LTDA.;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;20000;;;Liberado;C6216
11.581.675/0003-50;YANN COMERCIO E INDUSTRIA LTDA;Cliente MI;AGUA DE CÔCO;0;29/10/2015;AGUA DE COCO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;160000;;;Liberado;C8360
14.387.819/0001-68;PAULA PINHEIRO DE ALENCAR PINTO ME;Cliente MI;BIKINY SOCIETY;0;15/05/2018;BIKINY SOCIETY;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;60000;Confecção PL;Feminino;Liberado;C17095
07.738.079/0001-00;J E MESQUITA MAGALHAES MICROEMPRESA;Cliente MI;BEBE CHARMOSO;0;12/11/2015;BEBE CHARMOSO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;20000;Confecção PL;Infantil;Liberado;C14118
23.743.693/0001-08;FATEIXA CONFECCOES LTDA;Cliente MI;FATEIXA CONFECCOES LTDA;0;18/09/2002;FEITIÇO;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Marca;Masculino;Liberado;C2170
17.670.983/0001-76;PCA CONFECÇÕES LTDA;Cliente MI;PCA;0;29/05/2019;PCA;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;60000;;;Liberado;C18153
02.479.652/0001-86;BOANA JEANS IND E COM DE CONF LTDA;Cliente MI;BOANA JEANS IND E COM DE CONFECCOES EIRELI;0;05/10/2010;BOANA JEANS;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;25000;;;Liberado;C7832
13.473.451/0001-98;D.V. IND E COM DE CONF;Cliente MI;DOGVILLE;0;19/06/2019;DOG VILLE;LARISSA CASTELO BRANCO REPRESENTACOES LTDA;Inativo;;BRASIL;7;BRL;30000;;;Liberado;C18219
;PASCAL FIDRY;Cliente ME;PASCAL FIDRY;0;03/10/2019;PASCAL FIDRY;C. E. SALES DE QUEIROZ REPRESENTACOES;Ativo;Vestuário;MEXICO;7;USD;0;Varejo;Revenda de Tecido;Liberado;C18453
;Mood Designer Fabrics Warehouse;;MOOD DESIGNER FABRICS;0;;Mood Designer Fabrics;BECA REPRESENTAÇÕES COMERCIAIS LTDA-ME;Ativo;Vestuário;Estados Unidos;7;;;;;Liberado;
;BLUE SKY JEANS, S.A. DE C.V;Cliente ME;BLUE SKY JEANS, S.A. DE C.V;0;11/12/2019;EDWARD´S JEANS;PASCAL FIDRY;Ativo;Vestuário;MEXICO;7;USD;0;Marca;Masculino;Liberado;C18569
DCA 820701 N57;DISENOS CHARME S.A. DE C.V.;Cliente ME;DISENOS CHARME S.A. DE C.V.;0;17/07/2003;D. CHARME;PASCAL FIDRY;Ativo;Vestuário;MEXICO;7;USD;-1;Magazine;Magazine;Liberado;C783
76.309.991-1;COMERCIAL BADIM LIMITADA;Cliente ME;COMERCIAL BADIM LIMITADA;0;06/07/2022;COMERCIAL BADIM;MIRTHA SANCHEZ CONTRERAS;Ativo;;CHILE;7;USD;0;;;Liberado;C21335
76.628.901-0;TEXTILIA COMERCIAL SPA;Cliente ME;TEXTILIA COMERCIAL SPA;0;15/12/2022;TEXTILIA COMERCIAL SPA;MIRTHA SANCHEZ CONTRERAS;Ativo;;CHILE;7;USD;10000;;;Liberado;C21985
RUT 76.457.035-9;SEBASTIAN MARTEN SASTRERIA E.I.R.L.;Cliente ME;SEBASTIAN MARTEN SASTRERIA E.I.R.L.;0;14/03/2023;SEBASTIAN MARTEN;MIRTHA SANCHEZ CONTRERAS;Ativo;;CHILE;7;USD;0;;;Liberado;C22348
Rut 76.639.250-4;COMERCIAL GOLF SPA;Cliente ME;COMERCIAL GOLF SPA;0;05/05/2023;COMERCIAL GOLF SPA;MIRTHA SANCHEZ CONTRERAS;Ativo;;CHILE;7;USD;0;;;Liberado;C22623
;LAUBE STORES SPA;Cliente ME;LAUBE STORES SPA;0;04/05/2023;LAUBE STORES SPA;MIRTHA SANCHEZ CONTRERAS;Ativo;;CHILE;7;USD;0;;;Liberado;C22611
RUT: 78261353-7;COMERCIAL CURAPALIHUE SPA.;Cliente ME;SOC. ADRIANA GILLET LTDA;0;19/01/2026;COMERCIAL CURAPALIHUE SPA.;MIRTHA SANCHEZ CONTRERAS;Ativo;;CHILE;7;USD;0;;;Liberado;C26862
Rut 77.189.568-9;MARIA VICTORIA HERRERA SPA;Cliente ME;MARIA VICTORIA HERRERA SPA;0;09/03/2026;MARIA VICTORIA HERRERA SPA;MIRTHA SANCHEZ CONTRERAS;Ativo;;CHILE;7;USD;0;;;Liberado;C27021
RUT 76.472.047-4;CONFECCIONES MARIA BEATRIZ FRIAS URZ;Cliente ME;CONFECCIONES MARIA BEATRIZ FRIAS URZ;0;21/11/2017;CONFECCIONES MARIA BEATRIZ FRIAS URZUA EIR;MIRTHA SANCHEZ CONTRERAS;Ativo;Vestuário;CHILE;7;USD;0;Confecção PL;Masculino;Liberado;C16504
76.628.901-0;RINCON DE TEXTURA Y COLOR;Cliente ME;RINCON DE TEXTURA Y COLOR;0;16/06/2016;RINCON DE TEXTURA Y COLOR;MIRTHA SANCHEZ CONTRERAS;Ativo;Vestuário;CHILE;7;USD;0;Confecção PL;Masculino;Liberado;C14800
Rut 78.729.740-4;SOC. ADRIANA GILLET BEBIN LTDA;Cliente ME;SOC. ADRIANA GILLET LTDA;0;02/07/2002;SOC. ADRIANA GILLET BEBIN LTDA;MIRTHA SANCHEZ CONTRERAS;Ativo;Vestuário;CHILE;7;USD;0;Marca;Feminino;Liberado;C1862
;CONFECCIONES B Y C LIMITADA;Cliente ME;CONFECCIONES B Y C LIMITADA;0;08/11/2011;CONFECCIONES B Y C LIMITADA;MIRTHA SANCHEZ CONTRERAS;Ativo;Vestuário;CHILE;7;USD;0;Confecção PL + Marca Própria;Masculino;Liberado;C9221
;COMERCIALIZADORA FERRER ORTIZ LTDA;Cliente ME;COMERCIALIZADORA FERRER ORTIZ LTDA;0;09/04/2008;MARIA TERESA FERRER ORTIZ;MIRTHA SANCHEZ CONTRERAS;Ativo;Outros;CHILE;7;USD;0;Varejo;Revenda de Tecido;Liberado;C4839
76561045-1;ILB DESIGN SPA;Cliente ME;ILB DESIGN LIMITADA;0;17/03/2017;ILB DESIGN SPA;MIRTHA SANCHEZ CONTRERAS;Ativo;Vestuário;CHILE;7;USD;0;Confecção PL;Infantil;Liberado;C15575
80099911-8;UNIMER S/A;Cliente ME;UNIMER S/A;0;12/03/2020;UNIMER S/A;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;Vestuário;PARAGUAY;7;USD;0;Confecção;Corporativo;Liberado;C18780
;MANUFACTURA DE PILAR S.A.;Cliente ME;MANUFACTURA DE PILAR S.A.;0;28/07/2017;MANUFACTURA DE PILAR S.A.;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;;PARAGUAY;7;USD;0;;;Liberado;C16027
RUC: 80022282-2;UNO-D S.A.;Cliente ME;UNO-D S.A.;0;09/12/2021;UNO-D S.A.;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;;PARAGUAY;7;USD;0;;;Liberado;C20637
;FENIX S/A - MARTEL;Cliente ME;FENIX S/A - MARTEL;0;09/11/2023;FENIX S/A - MARTEL;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;;PARAGUAY;7;USD;0;;;Liberado;C23573
;PARAGUAY TEXTIL S.A;Cliente ME;PARAGUAY TEXTIL S.A;0;09/11/2023;PARAGUAY TEXTIL S.A;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;;PARAGUAY;7;USD;0;;;Liberado;C23574
RUC: 80003302-7;VARZAN HNOS S/A;Cliente ME;VARZAN HNOS S/A;0;30/01/2024;VARZAN HNOS S/A;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;;PARAGUAY;7;USD;0;;;Liberado;C23836
;GRUPO TEXCIN S.A.;Cliente ME;GRUPO TEXCIN S.A.;0;25/02/2025;GRUPO TEXCIN S.A.;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;;PARAGUAY;7;USD;0;;;Liberado;C25552
;ALMA S.R.L.;Cliente ME;ALMA S.R.L.;0;15/04/2025;ALMA S.R.L.;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;;PARAGUAY;7;USD;0;;;Liberado;C25762
;CEROGRADO;Cliente ME;CEROGRADO;0;12/01/2026;CEROGRADO;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;;PARAGUAY;7;USD;0;;;Liberado;C26834
36.349.343/0001-03;GESSE PEDROSO D. REPRES. LTDA;Cliente MI;GESSE PEDROSO D. REPRES. LTDA;0;09/05/2025;GESSE PEDROSO D. REPRES. LTDA;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;;BRASIL;12;BRL;0;;;Liberado;C25833
RUC 800 12416-2;PALYGA S.A.;Cliente ME;PALYGA S.A.;0;23/05/2006;PALYGA S.A.;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;Vestuário;PARAGUAY;7;USD;0;Marca;Masculino;Liberado;C3093
80017369-4;GRUPO INTERNACIONAL MERCOSUR S.A.;Cliente ME;GRUPO INTERNACIONAL MERCOSUR S.A.;0;01/11/2018;GIMSA;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;Vestuário;PARAGUAY;7;USD;0;Empresa;Corporativo;Liberado;C17655
80002549-0;PLASTIMAR ICSA;Cliente ME;PLASTIMAR ICSA;0;01/01/1990;PLASTIMAR ICSA;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;Vestuário;PARAGUAY;7;USD;119999;Confecção PL;Masculino;Liberado;C601532
RUC: 80018757-1;KARRETEL S.R.L.;Cliente ME;KARRETEL S.R.L.;0;01/01/1990;KARRETEL S.R.L.;GESSE PEDROSO DOMINGUES REPRES. EIRELI ME;Ativo;Varejo;PARAGUAY;7;USD;279999;Atacado;Revenda de Tecido;Liberado;C600522
19.526.748/0012-03;LOJA CATAGUASES ON-LINE;Cliente MI;CIA INDUSTRIAL CATAGUASES - ONLINE;0;03/07/2020;LOJA CATAGUASES ON-LINE;LOJA ONLINE CATAGUASES;Ativo;;BRASIL;18;BRL;300000;;;Liberado;C18913
071.967.187-63;GRACIELLE SOUZA;Cliente MI;GRACIELLE SOUZA;0;18/08/2020;GRACIELLE SOUZA;LOJA ONLINE CATAGUASES;Inativo;;BRASIL;12;BRL;0;;;Liberado;C19036
07.276.919/0001-51;FRANCISCO T. ANDRADE JUNIOR;Cliente MI;FRANCIS;0;21/08/2020;FRANCISCO T. ANDRADE JUNIOR;LOJA ONLINE CATAGUASES;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C19057
03.949.360/0001-22;AGATHA CONFECCOES LTDA;Cliente MI;AGATHA CONFECCOES LTDA;0;19/02/2018;AGATHA CONFECCOES LTDA;LOJA ONLINE CATAGUASES;Ativo;Vestuário;BRASIL;12;BRL;5000;;;Liberado;C16765
10.384.327/0001-68;COTTON PROJECT CONF.LTDA ME;Cliente MI;COTTON PROJECT;0;16/03/2016;COTTON;LOJA ONLINE CATAGUASES;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C14471
